CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;ID_Sociedade;Razao_Social;CNPJ;Tipo_Sociedade;Descricao_Atividades;Pais_Sede;UF_Sede;Municipio_Sede;Participacao_Emissor;Possui_Registro_CVM;Codigo_CVM;Razao_Aquisicao_Manutencao;Data_Valor_Mercado;Data_Valor_Contabil;Valor_Mercado;Valor_Contabil
12.108.897/0001-50;2023-12-31;8;137392;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;784839;DROGARIA ULTRAFARMA DE ICARAÍ LTDA.;08205038000102;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791896;Athena Empreendimento Imobiliário LTDA.;40608191000193;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791897;Eixo-M Engenharia Ltda;08282828000191;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791898;Melnick Ara Empreendimento Imobiliário LTDA.;39872526000105;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791899;Melnick Aries Empreendimento Imobiliário LTDA.;39872681000113;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791900;Melnick Even Acácia Empreendimento Imobiliário SPE Ltda;14743241000135;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791901;Melnick Even Ágata Empreendimento Imobiliário SPE Ltda;10431825000114;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791902;Melnick Even Água Marinha Empreendimento Imobiliário SPE Ltda;13436807000113;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791903;MELNICK EVEN AMETISTA EMPREENDIMENTO IMOBILIARIO SPE LTDA.;09557963000165;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791904;Melnick Even Andiroba Empreendimento Imobiliário Ltda;22922412000111;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791905;MELNICK EVEN ANGELIM EMPREENDIMENTO IMOBILIARIO SPE LTDA;22628798000153;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791906;Melnick Even Angico Empreendimento Imobiliário SPE Ltda;16816237000185;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791907;Melnick Even Apus Empreendimento Imobiliário Ltda.;35502613000101;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791908;Melnick Even Aquarius Empreendimento Imobiliário Ltda;30358141000141;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791909;Melnick Even Araçá Empreendimento Imobiliário SPE Ltda;21608281000130;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791910;Melnick Even Aroeira Empreendimento Imobiliário SPE Ltda;21684040000170;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791911;MELNICK EVEN ASSESSORIA IMOBILIÁRIA LTDA.;22856929000150;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791912;Melnick Even Aurora Empreendimento Imobiliário SPE Ltda;24530668000109;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791913;Melnick Even Basalto Empreendimento Imobiliário Ltda;12182033000189;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791914;Melnick Even Berilo Empreendimento Imobiliário SPE Ltda;13329021000105;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791915;Melnick Even Biribá Empreendimento Imobiliário SPE Ltda;22588785000106;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791916;Melnick Even Brilhante Empreendimento Imobiliário SPE Ltda.;12237072000136;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791917;Melnick Even Brita Empreendimento Imobiliário SPE Ltda;12166030000151;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791918;Melnick Even Cajueiro Empreendimento Imobiliário SPE Ltda.;16825454000131;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791919;Melnick Even Cambuí Empreendimento Imobiliário Ltda;24547179000160;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791920;Melnick Even Canela Empreendimento Imobiliário SPE Ltda;22607835000147;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791921;Melnick Even Carnaúba Empreendimento Imobiliário SPE Ltda.;21044491000142;;;;;;60.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791922;Melnick Even Carvalho Empreendimento Imobiliário SPE Ltda;21888149000129;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791923;Melnick Even Castanheira Empreendimento Imobiliário SPE Ltda;16816234000141;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791924;Melnick Even Cedro Empreendimento Imobiliário SPE Ltda;22389891000152;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791925;Melnick Even Central de Equipamentos Ltda.;21486666000171;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791926;Melnick Even Cepheus Empreendimento Imobiliário SPE Ltda.;35504876000150;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791927;Melnick Even Cerejeira Empreendimento Imobiliário Ltda;16825403000100;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791928;Melnick Even Cipreste Empreendimento Imobiliário SPE Ltda.;21982669000104;;;;;;35.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791929;MELNICK EVEN CITRINO EMPREENDIMENTO IMOBILIARIO SPE LTDA.;10141236000100;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791930;Melnick Even Coqueiro Empreendimento Imobiliário SPE Ltda;22389870000137;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791931;Melnick Even Cristal Empreendimento Imobiliário SPE Ltda;09814349000131;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791932;Melnick Even Crux Empreendimento Imobiliário Ltda;30358240000123;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791933;Melnick Even Diamante Empreendimento Imobiliário SPE Ltda;10141279000187;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791934;Melnick Even Dolomita Empreendimento Imobiliário SPE Ltda.;14142385000136;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791935;Melnick Even Figueira Empreendimento Imobiliário SPE Ltda;14744027000101;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791936;Melnick Even Gemini Empreendimento Imobiliário Ltda.;30396831000195;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791937;Melnick Even Granada Empreendimento Imobiliário SPE Ltda;09594526000111;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791938;Melnick Even Granito Empreendimento Imobiliário SPE Ltda;14076770000122;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791939;Melnick Even Guaritá Empreendimento Imobiliário SPE Ltda;24453817000183;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791940;Melnick Even Hematita Empreendimento Imobiliário SPE Ltda;12180293000115;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791941;Melnick Even Honoré Empreendimento Imobiliário SPE Ltda;09552981000154;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791942;Melnick Even Imbuia Empreendimento Imobiliário SPE Ltda;17810279000171;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791943;Melnick Even Ingá Empreendimento Imobiliário SPE Ltda;21604176000122;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791944;Melnick Even Ipê Empreendimento Imobiliário SPE Ltda;16816267000191;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791945;Melnick Even Jaborandi Empreendimento Imobiliário SPE Ltda;22856943000153;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791946;Melnick Even Jacarandá Empreendimento Imobiliário SPE Ltda;14744126000185;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791947;MELNICK EVEN JADE EMPREENDIMENTO IMOBILIARIO SPE LTDA.;09635642000131;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791948;Melnick Even Jaspe Empreendimento Imobiliário SPE Ltda;14148294000108;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791949;Melnick Even Jequitibá Empreendimento Imobiliário SPE Ltda.;16816240000107;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791950;Melnick Even Laranjeira Empreendimento Imobiliário SPE Ltda;21982660000195;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791951;MELNICK EVEN LIMA E SILVA EMPREENDIMENTO IMOBILIARIO SPE LTDA.;09558041000172;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791952;Melnick Even Limoeiro Empreendimento Imobiliário SPE Ltda;21951402000141;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791953;Melnick Even Louro Empreendimento Imobiliário SPE Ltda;22588738000154;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791954;Melnick Even Lynx Empreendimento Imobiliário Ltda;30360442000100;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791955;Melnick Even Macieira Empreendimento Imobiliário Ltda;21044448000187;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791956;Melnick Even Madrepérola Empreendimento Imobiliário SPE Ltda;13473553000103;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791957;Melnick Even Mangueira Empreendimento Imobiliário SPE Ltda;21179904000104;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791958;Melnick Even Marmore Empreendimento Imobiliário SPE Ltda;14142414000160;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791959;Melnick Even Mogno Empreendimento Imobiliário SPE Ltda.;21072478000105;;;;;;60.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791960;Melnick Even Negócios Imobiliários Ltda;10274663000158;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791961;Melnick Even Octans Empreendimento Imobiliário Ltda.;35502595000168;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791962;Melnick Even Oliveira Empreendimento Imobiliário SPE Ltda;14744111000117;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791963;Melnick Even Opala Empreendimento Imobiliário SPE Ltda;10378564000116;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791964;Melnick Even Parreira Empreendimento Imobiliário SPE Ltda;21345936000124;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791965;Melnick Even Pavo Empreendimento Imobiliário Ltda.;35504198000125;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791966;Melnick Even Peridoto Empreendimento Imobiliário SPE Ltda;13328973000104;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791967;Melnick Even Pérola Empreendimento Imobiliário SPE Ltda;12181953000182;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791968;Melnick Even Phoenix Empreendimento Imobiliário Ltda;30397629000188;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791969;Melnick Even Pinheiro Empreendimento Imobiliário SPE Ltda;21179785000181;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791970;Melnick Even Pinus Empreendimento Imobiliário SPE Ltda;21246436000135;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791971;Melnick Even Plátano Empreendimento Imobiliário SPE Ltda;21683626000110;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791972;Melnick Even Praziolita Empreendimento Imobiliário SPE Ltda.;13328910000140;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791973;Melnick Even Rubi Empreendimento Imobiliário SPE Ltda;09558413000160;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791974;Melnick Even Safira Empreendimento Imobiliário SPE Ltda;13304420000103;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791975;Melnick Even Sagittarius Empreendimento Imobiliário Ltda.;35506238000178;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791976;Melnick Even Scorpius Empreendimento Imobiliário Ltda;30356164000117;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791977;Melnick Even Topázio Empreendimento Imobiliário SPE Ltda;13403526000164;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791978;Melnick Even Turmalina Empreendimento Imobiliário SPE Ltda;10389274000178;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791979;Melnick Even Turquesa Empreendimento Imobiliário SPE Ltda;09627982000110;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791980;Melnick Even Urbanizadora;21074660000197;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791981;Melnick Even Urbanizadora Innovar Empreendimentos Imobiliários Ltda.;21608365000173;;;;;;30.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791982;Melnick Even Urucum Empreendimento Imobiliário Ltda;22588876000133;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791983;Melnick Even Zuckhan Campos Sales Empreendimento Imobiliário SPE Ltda;14179057000104;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791984;Melnick Hercules Empreendimento Imobiliário LTDA.;39791059000180;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791985;Ponta da Figueira Empreendiemtos Imobiliários S.A.;07232312000170;;;;;;25.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791986;PRION PARTICIPAÇÕES S.A.;28007960000100;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791987;SPOT LIVING MALL EMPREENDIMENTOS LTDA.;24527288000115;;;;;;70.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791988;AFRODITE EMPREENDIMENTO IMOBILIÁRIO LTDA.;40608602000140;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791989;APOLO EMPREENDIMENTO IMOBILIÁRIO LTDA.;40627744000155;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791990;Centaurus Empreendimento Imobiliário Ltda.;34405083000110;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791991;CIRCINUS EMPREENDIMENTO IMOBILIÁRIO LTDA.;34405361000130;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791992;HUB DE INOVAÇÃO E PARTICIPAÇÕES LTDA.;33299451000120;;;;;;50.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791993;MELNICK BRUXELAS EMPREENDIMENTO IMOBILIÁRIO SPE LTDA.;46987397000158;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791994;MELNICK CANCER EMPREENDIMENTO IMOBILIÁRIO LTDA.;39872538000121;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791995;MELNICK CARINA EMPREENDIMENTO IMOBILIÁRIO LTDA.;40115188000138;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791996;MELNICK ANTLIA EMPREENDIMENTO IMOBILIÁRIO LTDA.;39870022000148;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791997;MELNICK BARCELONA EMPREENDIMENTO IMOBILIÁRIO SPE LTDA.;46987380000109;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791998;Melnick Even Coral Empreendimento Imobiliário SPE Ltda (antiga Santa Fé Canoas);12167204000109;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;791999;MEGC Empreendimentos Imobiliários SPE LTDA. (Antiga Palmeira);14744399000120;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;792000;Melnick Even Arcádia Urbanizadora S.A.;30356200000142;;;;;;50.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;792001;Melnick Even Participações Societárias Ltda (antiga Melnick Even Quartzo);10217458000150;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;792002;Melnick Even Volans Empreendimento Imobiliário Ltda;34433851000140;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;792003;Marcilio Dias Reme Empreendimento Imobiliário LTDA.;41719011000103;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;792004;MELNICK BERLIM EMPREENDIMENTO IMOBILIÁRIO SPE LTDA.;46987402000122;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;792005;MELNICK CETUS EMPREENDIMENTO IMOBILIÁRIO LTDA.;39872101000198;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;792006;MELNICK CHAMAELEON EMPREENDIMENTO IMOBILIÁRIO LTDA.;39870056000132;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;792007;MELNICK CHICAGO EMPREENDIMENTO IMOBILIÁRIO SPE LTDA.;46987353000128;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;792008;MELNICK CORVUS EMPREENDIMENTO IMOBILIÁRIO LTDA.;39870077000158;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;792009;MELNICK CYGNUS EMPREENDIMENTO IMOBILIÁRIO LTDA.;39795882000164;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;792010;MELNICK DUBLIN EMPREENDIMENTO IMOBILIÁRIO SPE LTDA.;46987364000108;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;792011;MELNICK EVEN ALUMÍNIO EMPREENDIMENTO IMOBILIÁRIO LTDA.;30358226000120;;;;;;50.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;792012;MELNICK EVEN AMARILIS EMPREENDIMENTO IMOBILIÁRIO SPE LTDA.;22902090000149;;;;;;50.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;792013;MELNICK EVEN AQUILA EMPREENDIMENTO IMOBILIÁRIO LTDA.;35502578000120;;;;;;100.00000000;;;;;;;
12.181.987/0001-77;2023-12-31;16;138479;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;792014;MELNICK EVEN ASTER EMPREENDIMENTO IMOBILIÁRIO SPE LTDA.;24454251000104;;;;;;50.00000000;;;;;;;
