CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Valor_Mobiliario;Identificacao_Valor_Mobiliario;Data_Emissao;Data_Vencimento;Quantidade;Valor_Nominal;Saldo_Devedor;Restricao_Circulacao;Descricao_Restricao_Circulacao;Conversibilidade;Condicao_Conversibilidade;Possibilidade_Resgate;Hipotese_Calculo_Resgate;Caracteristicas_Divida;Condicao_Alteracao_Direitos;Outras_Caracteristicas
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Debêntures;Bond PETBRA 6 1/4 12/14/26;2011-12-12;2026-12-14;0;4394950000.00;2903558653.74;;;;;S;As principais hipóteses de resgate para maioria das séries de títulos acima referidos consistem em: (i) resgate da totalidade ou de parte dos títulos específicos objeto de pedido de resgate, a critério do emissor, a qualquer tempo e periodicamente, mediante pagamento de prêmio e (ii) resgate da totalidade dos títulos específicos objeto de pedido de resgate caso ocorram determinadas alterações na legislação tributária impactando a tributação dos títulos aplicáveis. Séries de títulos com juros flutuantes não estão sujeitos a resgates opcionais. - Resgate mediante pagamento de prêmio: o valor do resgate será o maior entre (i) 100% do valor do principal e (ii) a soma do valor presente das parcelas de juros e principal remanescentes descontados na data do resgate à taxa equivalente à Treasury (ou Bund Rate ou Sterling Benchmark Rate, conforme o caso), acrescido de percentual conforme especificado nos termos da série específica, mais juros acumulados até a data de resgate. - Resgate por alterações na legislação tributária: O valor do resgate será equivalente a 100% do valor de principal somados aos juros apurados até a data do resgate.;;Para qualquer alteração de direitos é necessário o aceite de 50% + 1 dos bondholders.;Agente fiduciário (indicar os principais termos do contrato): The Bank of New York Mellon atua como trustee, paying agent e transfer agent dos títulos no âmbito da escritura de emissão e tem como função principal assegurar o direito dos investidores. -Para o valor nominal global em reais, utilizamos o valor da taxa de câmbio do encerramento do exercício de 2021. O valor total de emissão foi de GBP 700.000.000,00.- Para quantidade, essa informação deve ser considerada como "não aplicável", porque os títulos globais não possuem esse tipo de característica. - O título é um bond emitido pela Petrobras Global Finance BV (PGF BV), sucessora da Petrobras International Finance Company, nominado em GBP, listado na Bolsa de Luxemburgo e seu ISIN é XS0718502007 e seu CUSIP é EI8991800.- Este Bond paga juros anuais no mês de dezembro. - Este bond não foi objeto de recompra por parte da emissora. - Este bond foi objeto de recompra facultativa por parte da emissora em 11/07/2019, 21/09/2020, 14/04/2022 e 15/07/2022, ocasião em que foram recomprados 45% do valor da emissão. - Taxa de juros: taxa fixa de 6,25% a.a.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Debêntures;Bond PETBRA 6,9 03/19/2049;2019-03-19;2049-03-19;0;11739825000.00;4014068095.85;;;;;S;As principais hipóteses de resgate para maioria das séries de títulos acima referidos consistem em: (i) resgate da totalidade ou de parte dos títulos específicos objeto de pedido de resgate, a critério do emissor, a qualquer tempo e periodicamente, mediante pagamento de prêmio e (ii) resgate da totalidade dos títulos específicos objeto de pedido de resgate caso ocorram determinadas alterações na legislação tributária impactando a tributação dos títulos aplicáveis. Séries de títulos com juros flutuantes não estão sujeitos a resgates opcionais.Resgate mediante pagamento de prêmio: o valor do Resgate será o maior entre (i) 100% do valor do principal e (ii) a soma do valor presente das parcelas de juros e principal remanescentes descontados na data do resgate à taxa equivalente à Treasury (ou Bund Rate ou Sterling Benchmark Rate, conforme o caso), acrescido de percentual conforme especificado nos termos da série específica, mais juros acumulados até a data de resgate.Resgate por alterações na legislação tributária: o valor do Resgate será equivalente a 100% do valor de principal somados aos juros apurados até a data do resgate.;;Para qualquer alteração de direitos é necessário o aceite de 50% + 1 dos bondholders.;Agente fiduciário (indicar os principais termos do contrato): The Bank of New York Mellon atua como i, paying agent e transfer agent dos títulos no âmbito da escritura de emissão e tem como função principal assegurar o direito dos investidores. - Para o valor nominal global em reais, utilizamos o valor da taxa de câmbio do encerramento do exercício de 2022. O valor total de emissão foi de US$ 2.250.000.000,00 - Para quantidade, essa informação deve ser considerada como ""não aplicável"", porque os títulos globais não possuem esse tipo de característica. O título é um bond emitido pela Petrobras Global Finance BV (PGF BV) nominado em USD, listado na Bolsa de Nova York e seu CUSIP é 71647NBD0 e seu ISIN é US71647NBD03.- Este bond paga juros semestrais nos meses de março e setembro - Este bond foi objeto de oferta de recompra facultativa por parte da emissora em 12/04/2021, 11/06/2021, 14/04/2022 e 15/07/2022, ocasião em que foram recomprados 28,7% do valor emitido.. - Taxa fixa de 6,90% a.a.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Debêntures;Bond PETBRA 5.093 01/15/30;2019-09-18;2030-01-15;0;21472301673.70;2942247821.34;S;Restrição conforme regulação da SEC 144A e REGs.;;;S;As principais hipóteses de resgate para maioria das séries de títulos acima referidos consistem em: (i) resgate da totalidade ou de parte dos títulos específicos objeto de pedido de resgate, a critério do emissor, a qualquer tempo e periodicamente, mediante pagamento de prêmio e (ii) resgate da totalidade dos títulos específicos objeto de pedido de resgate caso ocorram determinadas alterações na legislação tributária impactando a tributação dos títulos aplicáveis. Séries de títulos com juros flutuantes não estão sujeitos a resgates opcionais.Resgate mediante pagamento de prêmio: o valor do resgate será o maior entre (i) 100% do valor do principal e (ii) a soma do valor presente das parcelas de juros e principal remanescentes descontados na data do resgate à taxa equivalente à Treasury (ou Bund Rate ou Sterling Benchmark Rate, conforme o caso), acrescido de percentual conforme especificado nos termos da série específica, mais juros acumulados até a data de resgate.Resgate por alterações na legislação tributária: o valor do resgate será equivalente a 100% do valor de principal somados aos juros apurados até a data do resgate.;;Para qualquer alteração de direitos é necessário o aceite de 50% + 1 dos bondholders.;Agente fiduciário (indicar os principais termos do contrato): The Bank of New York Mellon atua como trustee, paying agent e transfer agent dos títulos no âmbito da escritura de emissão e tem como função principal assegurar o direito dos investidores. - Para o valor nominal global em reais, utilizamos o valor da taxa de câmbio do encerramento do exercício de 2022. O valor total de emissão foi de US$ 4.115.281.000,00 - Para quantidade, essa informação deve ser considerada como ""não aplicável"", porque os títulos globais não possuem esse tipo de característica. O título é um bond emitido pela Petrobras Global Finance BV (PGF BV) nominado em USD, listado na Bolsa de Nova York REG S UN6945AAL19 (ISIN) / 144A 71647NBF5 (CUSIP), REG S CUSIP ZR6326220, 144A ISIN US71647NBF50 CUSIP 71647NBF5. Registered ISIN US71647NBE85 CUSIP 71647NBE8. - Este bond paga juros semestrais nos meses de janeiro e julho - Este bond foi objeto de oferta de recompra facultativa por parte da emissora em 12/04/2021, 11/06/2021, 14/04/2022 e 15/07/2022, ocasião em que foram recomprados 58,7% do valor emitido.- Taxa fixa de 5,093% a.a.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Debêntures;Bond PETBRA 6 7/8 01/20/40;2009-10-30;2040-01-20;0;7826550000.00;3857603994.74;;;;;S;As principais hipóteses de resgate para maioria das séries de títulos acima referidos consistem em: (i) resgate da totalidade ou de parte dos títulos específicos objeto de pedido de resgate, a critério do emissor, a qualquer tempo e periodicamente, mediante pagamento de prêmio e (ii) resgate da totalidade dos títulos específicos objeto de pedido de resgate caso ocorram determinadas alterações na legislação tributária impactando a tributação dos títulos aplicáveis. Séries de títulos com juros flutuantes não estão sujeitos a resgates opcionais.- Resgate mediante pagamento de prêmio: o valor do resgate será o maior entre (i) 100% do valor do principal e (ii) a soma do valor presente das parcelas de juros e principal remanescentes descontados na data do resgate à taxa equivalente à Treasury (ou Bund Rate ou Sterling Benchmark Rate, conforme o caso), acrescido de percentual conforme especificado nos termos da série específica, mais juros acumulados até a data de resgate. - Resgate por alterações na legislação tributária: O valor do resgate será equivalente a 100% do valor de principal somados aos juros apurados até a data do resgate.;;Para qualquer alteração de direitos é necessário o aceite de 50% + 1 dos bondholders.;Agente fiduciário (indicar os principais termos do contrato): The Bank of New York Mellon atua como trustee, paying agent e transfer agent dos títulos no âmbito da escritura de emissão e tem como função principal assegurar o direito dos investidores. - Para o valor nominal global em reais, utilizamos o valor da taxa de câmbio do encerramento do exercício de 2022. O valor total de emissão foi de US$ 1.500.000.000,00. - Para quantidade, essa informação deve ser considerada como ""não aplicável"", porque os títulos globais não possuem esse tipo de característica. - O título é um bond emitido pela Petrobras Global Finance BV (PGF BV), sucessora da Petrobras International Finance Company, nominado em USD, listado na Bolsa de Nova York e seu CUSIP é 71645WAQ4 e seu ISIN é US71645WAQ42.- Este bond paga juros semestrais nos meses de janeiro e julho. - Este bond também foi objeto de recompra facultativa por parte da emissora em 06/06/2018, 21/12/2018, 08/01/2019, 17/07/2019, 12/04/2021, 11/06/2021 e 15/07/2022, ocasião em que foram recomprados 34,6% do valor da emissão.  - Taxa de juros: taxa fixa de 6,875% a.a.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Debêntures;Bond PETBRA 8 3/4 05/23/26;2016-05-23;2026-05-23;0;15653100000.00;2025702692.31;;;;;S;As principais hipóteses de resgate para maioria das séries de títulos acima referidos consistem em: (i) resgate da totalidade ou de parte dos títulos específicos objeto de pedido de resgate, a critério do emissor, a qualquer tempo e periodicamente, mediante pagamento de prêmio e (ii) resgate da totalidade dos títulos específicos objeto de pedido de resgate caso ocorram determinadas alterações na legislação tributária impactando a tributação dos títulos aplicáveis. Séries de títulos com juros flutuantes não estão sujeitos a resgates opcionais. - Resgate mediante pagamento de prêmio: o valor do resgate será o maior entre (i) 100% do valor do principal e (ii) a soma do valor presente das parcelas de juros e principal remanescentes descontados na data do resgate à taxa equivalente à Treasury (ou Bund Rate ou Sterling Benchmark Rate, conforme o caso), acrescido de percentual conforme especificado nos termos da série específica, mais juros acumulados até a data de resgate. - Resgate por alterações na legislação tributária: O valor do resgate será equivalente a 100% do valor de principal somados aos juros apurados até a data do resgate.;;Para qualquer alteração de direitos é necessário o aceite de 50% + 1 dos bondholders.;Agente fiduciário (indicar os principais termos do contrato): The Bank of New York Mellon atua como trustee, paying agent e transfer agent dos títulos no âmbito da escritura de emissão e tem como função principal assegurar o direito dos investidores. - Para o valor nominal global em reais, utilizamos o valor da taxa de câmbio do encerramento do exercício de 2022. O valor total de emissão foi de US$ 3.000.000.000,00.- Para quantidade, essa informação deve ser considerada como ""não aplicável"", porque os títulos globais não possuem esse tipo de característica. - O título é um bond emitido pela Petrobras Global Finance BV (PGF BV) nominado em USD, listado na Bolsa de Nova York e seu é ISIN US71647NAQ25 e CUSIP 71647NAQ2. - Este bond foi emitido pela primeira vez em 23/05/2016, e reaberto em 13/07/2016. O valor nominal global se refere ao somatório dos valores emitidos nas duas ocasiões. - Este bond paga juros semestrais nos meses de maio e novembro. - Este bond também foi objeto de troca/recompra facultativa por parte da emissora em 18/09/2019, 21/09/2020, 22/10/2020, 11/06/2021, 14/04/2022 e 15/07/2022 ocasião em que foram trocados/recomprados 36% do valor da emissão. - Taxa de juros: taxa fixa de 8,75% a.a.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Debêntures;Bond PETBRA 5.6 01/03/31;2020-06-03;2031-01-03;0;7826550000.00;5659427876.23;;;;;S;As principais hipóteses de resgate para maioria das séries de títulos acima referidos consistem em: (i) resgate da totalidade ou de parte dos títulos específicos objeto de pedido de resgate, a critério do emissor, a qualquer tempo e periodicamente, mediante pagamento de prêmio e (ii) resgate da totalidade dos títulos específicos objeto de pedido de resgate caso ocorram determinadas alterações na legislação tributária impactando a tributação dos títulos aplicáveis. Séries de títulos com juros flutuantes não estão sujeitos a resgates opcionais.Resgate mediante pagamento de prêmio: o valor do resgate será o maior entre (i) 100% do valor do principal e (ii) a soma do valor presente das parcelas de juros e principal remanescentes descontados na data do resgate à taxa equivalente à Treasury (ou Bund Rate ou Sterling Benchmark Rate, conforme o caso), acrescido de percentual conforme especificado nos termos da série específica, mais juros acumulados até a data de resgate.Resgate por alterações na legislação tributária: o valor do resgate será equivalente a 100% do valor de principal somados aos juros apurados até a data do resgate.;;Para qualquer alteração de direitos é necessário o aceite de 50% + 1 dos bondholders.;Agente fiduciário (indicar os principais termos do contrato): The Bank of New York Mellon atua como trustee, paying agent e transfer agent dos títulos no âmbito da escritura de emissão e tem como função principal assegurar o direito dos investidores. - Para o valor nominal global em reais, utilizamos o valor da taxa de câmbio de encerramento de exercício de 2022. O valor total de emissão foi de US$ 1.500.000.000,00 e este título foi reaberto em outubro de 2020 no valor de US$ 1.000.000.000,00- Para quantidade, essa informação deve ser considerada como ""não aplicável"", porque os títulos globais não possuem esse tipo de característica. O título é um bond emitido pela Petrobras Global Finance BV (PGF BV) nominado em USD, listado na Bolsa de Nova York US71647NBH17 (ISIN) / 71647NBH1 (CUSIP) - Este bond paga juros semestrais nos meses de janeiro e julho - Taxa fixa de 5,6% a.a.  Este bond foi objeto de troca/recompra facultativa por parte da emissora em 14/04/2022 e 15/07/2022, ocasião em que foram trocados/recomprados 7,7% do valor da emissão.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Debêntures;Bond PETBRA 6 3/4  06/03/50;2020-06-03;2050-06-03;0;9130975000.00;2516270242.31;;;;;S;As principais hipóteses de resgate para maioria das séries de títulos acima referidos consistem em: (i) resgate da totalidade ou de parte dos títulos específicos objeto de pedido de resgate, a critério do emissor, a qualquer tempo e periodicamente, mediante pagamento de prêmio e (ii) resgate da totalidade dos títulos específicos objeto de pedido de resgate caso ocorram determinadas alterações na legislação tributária impactando a tributação dos títulos aplicáveis. Séries de títulos com juros flutuantes não estão sujeitos a resgates opcionais. - Resgate mediante pagamento de prêmio: o valor do resgate será o maior entre (i) 100% do valor do principal e (ii) a soma do valor presente das parcelas de juros e principal remanescentes descontados na data do resgate à taxa equivalente à Treasury (ou Bund Rate ou Sterling Benchmark Rate, conforme o caso), acrescido de percentual conforme especificado nos termos da série específica, mais juros acumulados até a data de resgate. - Resgate por alterações na legislação tributária: O valor do resgate será equivalente a 100% do valor de principal somados aos juros apurados até a data do resgate.;;Para qualquer alteração de direitos é necessário o aceite de 50% + 1 dos bondholders.;Agente fiduciário (indicar os principais termos do contrato): The Bank of New York Mellon atua como trustee, paying agent e transfer agent dos títulos no âmbito da escritura de emissão e tem como função principal assegurar o direito dos investidores. - Para o valor nominal global em reais, utilizamos o valor da taxa de câmbio de encerramento do exercício de 2022. O valor total de emissão foi de US$ 1.750.000.000,00 - Para quantidade, essa informação deve ser considerada como ""não aplicável"", porque os títulos globais não possuem esse tipo de característica. O título é um bond emitido pela Petrobras Global Finance BV (PGF BV) nominado em USD, listado na Bolsa de Nova York US71647NBG34 (ISIN) / 71647NBG3 (CUSIP) - Este bond paga juros semestrais nos meses de junho e dezembro - Taxa fixa de 6.75% a.a.- Este bond foi objeto de troca/recompra facultativa por parte da emissora em 12/04/2021, 11/06/2021, 14/04/2022 e 15/07/2022, ocasião em que foram trocados/recomprados 36,8% do valor da emissão.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Debêntures;Bond PETBRA 5.299 01/27/25;2017-09-27;2025-01-27;0;19617852828.20;3386383500.30;S;Restrição conforme regulação da SEC 144A e REGs.;;;S;As principais hipóteses de resgate para maioria das séries de títulos acima referidos consistem em: (i) resgate da totalidade ou de parte dos títulos específicos objeto de pedido de resgate, a critério do emissor, a qualquer tempo e periodicamente, mediante pagamento de prêmio e (ii) resgate da totalidade dos títulos específicos objeto de pedido de resgate caso ocorram determinadas alterações na legislação tributária impactando a tributação dos títulos aplicáveis. Séries de títulos com juros flutuantes não estão sujeitos a resgates opcionais. - Resgate mediante pagamento de prêmio: o valor do resgate será o maior entre (i) 100% do valor do principal e (ii) a soma do valor presente das parcelas de juros e principal remanescentes descontados na data do resgate à taxa equivalente à Treasury (ou Bund Rate ou Sterling Benchmark Rate, conforme o caso), acrescido de percentual conforme especificado nos termos da série específica, mais juros acumulados até a data de resgate.;;Para qualquer alteração de direitos é necessário o aceite de 50% + 1 dos bondholders.;Agente fiduciário (indicar os principais termos do contrato): The Bank of New York Mellon atua como trustee, paying agent e transfer agent dos títulos no âmbito da escritura de emissão e tem como função principal assegurar o direito dos investidores. - Para o valor nominal global em reais, utilizamos o valor da taxa de câmbio do encerramento do exercício de 2022. O valor total de emissão foi de US$ 3.759.866.000,00 - Para quantidade, essa informação deve ser considerada como ""não aplicável"", porque este título não possui esse tipo de característica. - O título é um bond emitido pela Petrobras Global Finance BV (PGF BV) nominado em USD, listado na Bolsa Luxemburgo e seu ISIN é USN6945AAJ62 e CUSIP AP2167892   para os títulos RegS e seu ISIN é US71647NAT63 e seu CUSIP é 71647NAT6 para os títulos 144A. Registered ISIN US71647NAV10 CUSUP 71647NAV1- Este bond paga juros semestrais nos meses de janeiro e julho. - Este bond também foi objeto de oferta de troca de títulos privados por títulos registrados na Securities and Exchange Commission - SEC. - Este bond foi objeto de troca/recompra facultativa por parte da emissora em 27/03/2019, 17/07/2019, 18/09/2019, 21/09/2020, 22/10/2020, 12/04/2021, 11/06/2021, 14/04/2022 e 15/07/2022, ocasião em que foram trocados/recomprados 58,5% do valor da emissão.- Taxa Fixa de 5,299% a.a.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Debêntures;Bond PETBRA 7 3/8 01/17/27;2017-01-17;2027-01-17;0;20870800000.00;3913251016.63;;;;;S;As principais hipóteses de resgate para maioria das séries de títulos acima referidos consistem em: (i) resgate da totalidade ou de parte dos títulos específicos objeto de pedido de resgate, a critério do emissor, a qualquer tempo e periodicamente, mediante pagamento de prêmio e (ii) resgate da totalidade dos títulos específicos objeto de pedido de resgate caso ocorram determinadas alterações na legislação tributária impactando a tributação dos títulos aplicáveis. Séries de títulos com juros flutuantes não estão sujeitos a resgates opcionais.- Resgate mediante pagamento de prêmio: o valor do resgate será o maior entre (i) 100% do valor do principal e (ii) a soma do valor presente das parcelas de juros e principal remanescentes descontados na data do resgate à taxa equivalente à Treasury (ou Bund Rate ou Sterling Benchmark Rate, conforme o caso), acrescido de percentual conforme especificado nos termos da série específica, mais juros acumulados até a data de resgate. - Resgate por alterações na legislação tributária: O valor do resgate será equivalente a 100% do valor de principal somados aos juros apurados até a data do resgate.;;Para qualquer alteração de direitos é necessário o aceite de 50% + 1 dos bondholders.;Agente fiduciário (indicar os principais termos do contrato): The Bank of New York Mellon atua como trustee, paying agent e transfer agent dos títulos no âmbito da escritura de emissão e tem como função principal assegurar o direito dos investidores. - Para o valor nominal global em reais, utilizamos o valor da taxa de câmbio do encerramento do exercício de 2022. O valor total de emissão foi de US$ 4.000.000.000,00.- Para quantidade, essa informação deve ser considerada como ""não aplicável"", porque os títulos globais não possuem esse tipo de característica. - O título é um bond emitido pela Petrobras Global Finance BV (PGF BV) nominado em USD, listado na Bolsa de Nova York e seu CUSIP é 71647NAS8 e seu ISIN é US71647NAS80- Este bond foi emitido pela primeira vez em 17/01/2017, e reaberto em 15/05/2017. O valor nominal global se refere ao somatório dos valores emitidos nas duas ocasiões. - Este bond paga juros semestrais nos meses de janeiro e julho. - Este bond também foi objeto de troca/recompra facultativa por parte da emissora em 17/07/2019, 18/09/2019, 22/10/2020, 12/04/2021, 11/06/2021, 14/04/2022 e 15/07/2022, ocasião em que foram trocados/recomprados 39,7% do valor da emissão.- Taxa Fixa de 7,375% a.a.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Debêntures;Bond PETBRA 5.999 01/27/28;2017-09-27;2028-01-27;0;30451196371.80;5627360812.74;S;Restrição conforme regulação da SEC 144A e REGs.;;;S;As principais hipóteses de resgate para maioria das séries de títulos acima referidos consistem em: (i) resgate da totalidade ou de parte dos títulos específicos objeto de pedido de resgate, a critério do emissor, a qualquer tempo e periodicamente, mediante pagamento de prêmio e (ii) resgate da totalidade dos títulos específicos objeto de pedido de resgate caso ocorram determinadas alterações na legislação tributária impactando a tributação dos títulos aplicáveis. Séries de títulos com juros flutuantes não estão sujeitos a resgates opcionais. - Resgate mediante pagamento de prêmio: o valor do resgate será o maior entre (i) 100% do valor do principal e (ii) a soma do valor presente das parcelas de juros e principal remanescentes descontados na data do resgate à taxa equivalente à Treasury (ou Bund Rate ou Sterling Benchmark Rate, conforme o caso), acrescido de percentual conforme especificado nos termos da série específica, mais juros acumulados até a data de resgate. - Resgate por alterações na legislação tributária: O valor do resgate será equivalente a 100% do valor de principal somados aos juros apurados até a data do resgate.;;Para qualquer alteração de direitos é necessário o aceite de 50% + 1 dos bondholders.;Agente fiduciário (indicar os principais termos do contrato):The Bank of New York Mellon atua como trustee, paying agent e transfer agent dos títulos no âmbito da escritura de emissão e tem como função principal assegurar o direito dos investidores. - Para o valor nominal global em reais, utilizamos o valor da taxa de câmbio do encerramento do exercício de 2022. O valor total de emissão foi de US$ 5.836.134.000,00 - Para quantidade, essa informação deve ser considerada como ""não aplicável"", porque este título não possui esse tipo de característica.- O título é um bond emitido pela Petrobras Global Finance BV (PGF BV) nominado em USD, listado na Bolsa Luxemburgo e seu ISIN é USN6945AAK36 e seu CUSIP é  AP2167892 para os títulos RegS e seu ISIN é US71647NAW92 e seu CUSIP é 71647NAW9 para os títulos 144A. Registered ISIN US71647NAY58 CUSIP 71647NAY5- Este bond paga juros semestrais nos meses de janeiro e julho de cada ano. - Este bond foi objeto de oferta de troca de títulos privados por títulos registrados na Securities and Exchange Commission - SEC. - Este bond foi objeto de troca/recompra facultativa por parte da emissora em 17/07/2019, 18/09/2019, 22/10/2020, 12/04/2021, 11/06/2021,14/04/2022 e 15/07/2022, ocasião em que foram trocados/recomprados 40,8% do valor da emissão.- Taxa Fixa de 5,999% a.a.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Debêntures;Bond PETBRA 6 1/4 03/17/24;2014-03-17;2024-03-17;0;13044250000.00;2967758838.62;;;;;S;As principais hipóteses de resgate para maioria das séries de títulos acima referidos consistem em: (i) resgate da totalidade ou de parte dos títulos específicos objeto de pedido de resgate, a critério do emissor, a qualquer tempo e periodicamente, mediante pagamento de prêmio e (ii) resgate da totalidade dos títulos específicos objeto de pedido de resgate caso ocorram determinadas alterações na legislação tributária impactando a tributação dos títulos aplicáveis. Séries de títulos com juros flutuantes não estão sujeitos a resgates opcionais. - Resgate mediante pagamento de prêmio: o valor do resgate será o maior entre (i) 100% do valor do principal e (ii) a soma do valor presente das parcelas de juros e principal remanescentes descontados na data do resgate à taxa equivalente à Treasury (ou Bund Rate ou Sterling Benchmark Rate, conforme o caso), acrescido de percentual conforme especificado nos termos da série específica, mais juros acumulados até a data de resgate.- Resgate por alterações na legislação tributária: O valor do resgate será equivalente a 100% do valor de principal somados aos juros apurados até a data do resgate.;;Para qualquer alteração de direitos é necessário o aceite de 50% + 1 dos bondholders.;Agente fiduciário (indicar os principais termos do contrato): The Bank of New York Mellon atua como trustee, paying agent e transfer agent dos títulos no âmbito da escritura de emissão e tem como função principal assegurar o direito dos investidores. - Para o valor nominal global em reais, utilizamos o valor da taxa de câmbio do encerramento do exercício de 2022. O valor total de emissão foi de US$ 2.500.000.000,00. - Para quantidade, essa informação deve ser considerada como "não aplicável", porque os títulos globais não possuem esse tipo de característica. - O título é um bond emitido pela Petrobras Global Finance BV (PGF BV) nominado em USD, listado na Bolsa de Nova York e seu CUSIP é 71647NAM1 e seu ISIN é US71647NAM11.- Este bond paga juros semestrais nos meses de março e setembro. - Este bond foi objeto de troca/recompra facultativa por parte da emissora em 27/03/2019, 17/07/2019, 18/09/2019, 21/09/2020, 22/10/2020, 12/04/2021, 11/06/2021,14/04/2022 e 15/07/2022, ocasião em que foram trocados/recomprados 59% do valor da emissão.- Taxa de juros: taxa fixa de 6,25% a.a.
33.000.167/0001-01;2023-12-31;26;137831;PETROLEO BRASILEIRO S.A. PETROBRAS;Debêntures;Bond PETBRA 5 3/4 02/01/29;2018-02-01;2029-02-01;0;2825325000.00;2509938554.69;;;;;S;As principais hipóteses de resgate para maioria das séries de títulos acima referidos consistem em: (i) resgate da totalidade ou de parte dos títulos específicos objeto de pedido de resgate, a critério do emissor, a qualquer tempo e periodicamente, mediante pagamento de prêmio e (ii) resgate da totalidade dos títulos específicos objeto de pedido de resgate caso ocorram determinadas alterações na legislação tributária impactando a tributação dos títulos aplicáveis. Séries de títulos com juros flutuantes não estão sujeitos a resgates opcionais. Resgate mediante pagamento de prêmio: o valor do Resgate será o maior entre (i) 100% do valor do principal e (ii) a soma do valor presente das parcelas de juros e principal remanescentes descontados na data do resgate à taxa equivalente à Treasury (ou Bund Rate ou Sterling Benchmark Rate, conforme o caso), acrescido de percentual conforme especificado nos termos da série específica, mais juros acumulados até a data de resgate. Resgate por alterações na legislação tributária: o valor do Resgate será equivalente a 100% do valor de principal somados aos juros apurados até a data do resgate.;;Para qualquer alteração de direitos é necessário o aceite de 50% + 1 dos bondholders.;Agente fiduciário (indicar os principais termos do contrato): The Bank of New York Mellon atua como trustee, paying agent e transfer agent dos títulos no âmbito da escritura de emissão e tem como função principal assegurar o direito dos investidores. -Para o valor nominal global em reais, utilizamos o valor da taxa de câmbio do encerramento do exercício de 2022. - O valor total de emissão foi de US$ 2.750.000.000,00. - Para quantidade, essa informação deve ser considerada como ""não aplicável"", porque os títulos globais não possuem esse tipo de característica. O título é um bond emitido pela Petrobras Global Finance BV (PGF BV) nominado em USD, listado na Bolsa de Nova York e seu CUSIP é 71647NAZ2 e seu ISIN é US71647NAZ24.- Este bond paga juros semestrais nos meses de agosto e fevereiro -Taxa Fixa de 5,75% a.a. - Este bond foi emitido pela primeira vez em 01/02/2018, e reaberto em 19/03/2019. O valor nominal global se refere ao somatório dos valores emitidos nas duas ocasiões.- Este bond também foi objeto de troca / recompra facultativa por parte da emissora em 18/09/2019, 21/09/2020, 22/10/2020, 12/04/2021, 11/06/2021, 14/04/2022 e 15/07/2022, ocasiões em que foram trocados / recomprados 20,3 % do valor da emissão.
