CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Classe;Quantidade_Feminino;Quantidade_Masculino;Quantidade_Nao_Binario;Quantidade_Outros;Quantidade_Sem_Resposta
51.928.174/0001-50;2023-12-31;7;137125;Não-liderança;526;1448;0;0;0
52.123.916/0001-32;2023-12-31;3;131674;Liderança;0;0;0;0;142
52.123.916/0001-32;2023-12-31;3;131674;Não-liderança;0;0;0;0;2905
52.548.435/0001-79;2023-12-31;9;136718;Liderança;250;886;0;0;0
52.548.435/0001-79;2023-12-31;9;136718;Não-liderança;4377;21952;0;0;0
53.113.791/0001-22;2023-12-31;9;136153;Liderança;564;965;0;0;0
53.113.791/0001-22;2023-12-31;9;136153;Não-liderança;3338;5564;0;0;0
56.643.018/0001-66;2023-12-31;7;137433;Liderança;43;222;0;0;0
56.643.018/0001-66;2023-12-31;7;137433;Não-liderança;423;2261;0;0;0
56.720.428/0001-63;2023-12-31;7;135647;Liderança;10;110;0;0;0
56.720.428/0001-63;2023-12-31;7;135647;Não-liderança;273;1606;0;0;0
56.992.423/0001-90;2023-12-31;2;136160;Liderança;0;6;0;0;0
56.992.423/0001-90;2023-12-31;2;136160;Não-liderança;6;18;0;0;0
58.119.199/0001-51;2023-12-31;7;137798;Liderança;76;66;1;1;40
58.119.199/0001-51;2023-12-31;7;137798;Não-liderança;805;299;2;5;431
58.430.828/0001-60;2023-12-31;4;136915;Liderança;64;84;0;0;0
58.430.828/0001-60;2023-12-31;4;136915;Não-liderança;850;623;0;0;0
59.105.999/0001-86;2023-12-31;9;137424;Liderança;47;118;0;0;0
59.105.999/0001-86;2023-12-31;9;137424;Não-liderança;5806;5959;0;0;0
59.285.411/0001-13;2023-12-31;17;137010;Liderança;177;335;0;0;0
59.285.411/0001-13;2023-12-31;17;137010;Não-liderança;1051;1293;0;0;0
59.418.806/0001-47;2023-12-31;7;136807;Liderança;65;39;0;0;0
59.418.806/0001-47;2023-12-31;7;136807;Não-liderança;1087;276;0;0;0
59.717.553/0001-02;2023-12-31;8;135997;Liderança;138;198;0;0;0
59.717.553/0001-02;2023-12-31;8;135997;Não-liderança;3129;2308;0;0;0
59.789.545/0001-71;2023-12-31;2;130853;Liderança;0;0;0;0;1
59.789.545/0001-71;2023-12-31;2;130853;Não-liderança;0;0;0;0;1
59.981.829/0001-65;2023-12-31;5;138010;Liderança;84;314;0;0;0
59.981.829/0001-65;2023-12-31;5;138010;Não-liderança;1202;1615;0;0;0
60.444.437/0001-46;2023-12-31;7;136668;Liderança;40;101;0;0;0
60.444.437/0001-46;2023-12-31;7;136668;Não-liderança;771;3334;0;0;0
60.476.884/0001-87;2023-12-31;15;137603;Liderança;36;281;0;5;12
60.476.884/0001-87;2023-12-31;15;137603;Não-liderança;980;5163;0;131;261
60.500.139/0001-26;2023-12-31;11;131217;Liderança;38;45;0;0;0
60.500.139/0001-26;2023-12-31;11;131217;Não-liderança;203;157;0;0;0
60.537.263/0001-66;2023-12-31;7;137619;Liderança;52;184;0;0;0
60.537.263/0001-66;2023-12-31;7;137619;Não-liderança;1243;3937;0;0;0
60.543.816/0001-93;2023-12-31;13;135854;Liderança;102;71;0;0;0
60.543.816/0001-93;2023-12-31;13;135854;Não-liderança;268;172;0;0;0
60.651.809/0001-05;2023-12-31;5;137466;Liderança;5;3;0;0;0
60.651.809/0001-05;2023-12-31;5;137466;Não-liderança;12;7;0;0;0
60.730.348/0001-66;2023-12-31;2;131732;Liderança;24;39;0;0;0
60.730.348/0001-66;2023-12-31;2;131732;Não-liderança;92;241;0;0;0
60.746.948/0001-12;2023-12-31;27;137689;Liderança;4059;7650;0;0;0
60.746.948/0001-12;2023-12-31;27;137689;Não-liderança;40583;35519;0;0;0
60.770.336/0001-65;2023-12-31;20;135011;Liderança;38;69;0;0;0
60.770.336/0001-65;2023-12-31;20;135011;Não-liderança;117;174;0;0;0
60.840.055/0001-31;2023-12-31;12;136614;Liderança;640;326;0;0;0
60.840.055/0001-31;2023-12-31;12;136614;Não-liderança;10257;2379;0;0;0
60.851.615/0001-53;2023-12-31;5;137770;Liderança;0;10;0;0;0
60.851.615/0001-53;2023-12-31;5;137770;Não-liderança;9;83;0;0;0
60.872.504/0001-23;2023-12-31;11;136081;Liderança;651;764;2;0;11098
60.872.504/0001-23;2023-12-31;11;136081;Não-liderança;3394;3331;62;0;73489
60.884.319/0001-59;2023-12-31;1;127809;Liderança;0;1;0;0;0
60.884.319/0001-59;2023-12-31;1;127809;Não-liderança;1;0;0;0;0
60.894.730/0001-05;2023-12-31;19;137617;Liderança;50;255;0;0;0
60.894.730/0001-05;2023-12-31;19;137617;Não-liderança;1490;14083;0;0;0
61.022.042/0001-18;2023-12-31;5;137673;Liderança;17;19;0;0;0
61.022.042/0001-18;2023-12-31;5;137673;Não-liderança;26;64;0;0;0
61.065.298/0001-02;2023-12-31;3;134156;Liderança;10;52;0;0;0
61.065.298/0001-02;2023-12-31;3;134156;Não-liderança;227;1556;0;0;0
61.065.751/0001-80;2023-12-31;4;137803;Liderança;9;9;0;0;0
61.065.751/0001-80;2023-12-31;4;137803;Não-liderança;36;42;0;0;0
61.079.117/0001-05;2023-12-31;15;137696;Liderança;56;72;0;0;0
61.079.117/0001-05;2023-12-31;15;137696;Não-liderança;4215;11792;0;0;0
61.080.313/0001-91;2023-12-31;1;124818;Liderança;0;0;0;0;0
61.080.313/0001-91;2023-12-31;1;124818;Não-liderança;0;0;0;0;0
61.082.004/0001-50;2023-12-31;5;136114;Liderança;9;17;0;0;0
61.082.004/0001-50;2023-12-31;5;136114;Não-liderança;286;232;0;4;0
61.088.894/0001-08;2023-12-31;5;135748;Liderança;31;118;0;0;0
61.088.894/0001-08;2023-12-31;5;135748;Não-liderança;1177;1785;0;0;0
61.156.113/0001-75;2023-12-31;10;137505;Liderança;160;831;0;0;0
61.156.113/0001-75;2023-12-31;10;137505;Não-liderança;1330;15140;0;0;0
61.156.931/0001-78;2023-12-31;2;129749;Liderança;0;1;0;0;0
61.156.931/0001-78;2023-12-31;2;129749;Não-liderança;2;8;0;0;0
61.186.680/0001-74;2023-12-31;15;136646;Liderança;89;172;0;0;0
61.186.680/0001-74;2023-12-31;15;136646;Não-liderança;556;474;0;0;0
61.189.288/0001-89;2023-12-31;21;138004;Liderança;923;257;0;0;0
61.189.288/0001-89;2023-12-31;21;138004;Não-liderança;4699;1539;0;0;0
61.190.096/0001-92;2023-12-31;13;135902;Liderança;205;494;0;0;0
61.190.096/0001-92;2023-12-31;13;135902;Não-liderança;2347;3516;0;0;0
61.351.532/0001-68;2023-12-31;13;137928;Liderança;4;6;0;0;0
61.351.532/0001-68;2023-12-31;13;137928;Não-liderança;26;55;0;0;0
61.374.161/0001-30;2023-12-31;3;131057;Liderança;7;22;0;0;0
61.374.161/0001-30;2023-12-31;3;131057;Não-liderança;90;258;0;0;0
61.409.892/0001-73;2023-12-31;4;136682;Liderança;19;90;0;0;0
61.409.892/0001-73;2023-12-31;4;136682;Não-liderança;956;4550;0;0;0
61.486.650/0001-83;2023-12-31;19;136991;Liderança;2040;1000;0;0;0
61.486.650/0001-83;2023-12-31;19;136991;Não-liderança;36714;10579;0;0;0
61.532.644/0001-15;2023-12-31;6;137667;Liderança;9;3;0;0;0
61.532.644/0001-15;2023-12-31;6;137667;Não-liderança;39;29;0;0;0
61.584.140/0001-49;2023-12-31;3;137086;Liderança;0;0;0;0;1
61.584.140/0001-49;2023-12-31;3;137086;Não-liderança;0;0;0;0;1
61.585.865/0001-51;2023-12-31;10;137915;Liderança;2282;1348;0;0;0
61.585.865/0001-51;2023-12-31;10;137915;Não-liderança;31768;17641;0;0;0
61.856.571/0001-17;2023-12-31;8;137500;Liderança;51;66;0;0;0
61.856.571/0001-17;2023-12-31;8;137500;Não-liderança;334;643;0;0;0
62.002.886/0001-60;2023-12-31;10;137895;Liderança;11;19;0;0;0
62.002.886/0001-60;2023-12-31;10;137895;Não-liderança;58;70;0;0;0
62.144.175/0001-20;2023-12-31;33;136647;Liderança;1;15;0;0;0
62.144.175/0001-20;2023-12-31;33;136647;Não-liderança;77;90;0;0;128
62.232.889/0001-90;2023-12-31;3;133524;Liderança;231;429;0;0;0
62.232.889/0001-90;2023-12-31;3;133524;Não-liderança;1471;1301;0;0;0
62.258.884/0001-36;2023-12-31;5;137829;Liderança;56;233;0;0;0
62.258.884/0001-36;2023-12-31;5;137829;Não-liderança;320;1400;0;0;0
62.984.091/0001-02;2023-12-31;11;137707;Liderança;194;149;0;0;0
62.984.091/0001-02;2023-12-31;11;137707;Não-liderança;3871;3012;0;0;0
67.010.660/0001-24;2023-12-31;6;137136;Liderança;35;65;0;0;0
67.010.660/0001-24;2023-12-31;6;137136;Não-liderança;223;219;0;0;0
67.571.414/0001-41;2023-12-31;18;136928;Liderança;5;11;0;0;0
67.571.414/0001-41;2023-12-31;18;136928;Não-liderança;51;36;0;0;0
67.620.377/0001-14;2023-12-31;9;136838;Liderança;272;929;0;0;0
67.620.377/0001-14;2023-12-31;9;136838;Não-liderança;5970;16026;0;0;0
71.208.516/0001-74;2023-12-31;5;135508;Liderança;82;268;0;0;0
71.208.516/0001-74;2023-12-31;5;135508;Não-liderança;1046;2927;0;0;0
71.476.527/0001-35;2023-12-31;16;136098;Liderança;129;170;0;0;0
71.476.527/0001-35;2023-12-31;16;136098;Não-liderança;1077;2868;0;0;0
73.178.600/0001-18;2023-12-31;6;137801;Liderança;142;208;0;0;0
73.178.600/0001-18;2023-12-31;6;137801;Não-liderança;1608;3440;0;0;0
75.315.333/0001-09;2023-12-31;15;135906;Liderança;2033;3435;0;0;0
75.315.333/0001-09;2023-12-31;15;135906;Não-liderança;74085;70800;0;0;0
75.609.123/0001-23;2023-12-31;14;134259;Liderança;32;100;0;0;0
75.609.123/0001-23;2023-12-31;14;134259;Não-liderança;339;1205;0;0;0
76.483.817/0001-20;2023-12-31;20;136123;Liderança;89;298;0;0;0
76.483.817/0001-20;2023-12-31;20;136123;Não-liderança;1179;4309;0;0;0
76.484.013/0001-45;2023-12-31;13;137663;Liderança;47;91;0;1;3
76.484.013/0001-45;2023-12-31;13;137663;Não-liderança;487;1022;11;53;86
76.535.764/0001-43;2023-12-31;16;137764;Liderança;505;1032;0;0;0
76.535.764/0001-43;2023-12-31;16;137764;Não-liderança;8967;13068;0;0;0
79.430.682/0001-22;2023-12-31;6;135921;Liderança;248;150;0;0;0
79.430.682/0001-22;2023-12-31;6;135921;Não-liderança;4295;1692;0;0;0
80.680.093/0001-81;2023-12-31;2;133245;Liderança;63;108;0;0;51
80.680.093/0001-81;2023-12-31;2;133245;Não-liderança;640;1158;3;4;581
81.243.735/0001-48;2023-12-31;14;137753;Liderança;100;230;0;0;0
81.243.735/0001-48;2023-12-31;14;137753;Não-liderança;1331;1376;0;0;0
81.616.807/0001-55;2023-12-31;5;133328;Liderança;21;89;0;0;0
81.616.807/0001-55;2023-12-31;5;133328;Não-liderança;380;1000;0;0;0
82.120.676/0001-83;2023-12-31;1;127897;Liderança;18;27;0;0;0
82.120.676/0001-83;2023-12-31;1;127897;Não-liderança;400;415;0;0;0
82.508.433/0001-17;2023-12-31;6;135666;Liderança;77;226;0;0;0
82.508.433/0001-17;2023-12-31;6;135666;Não-liderança;466;1927;0;0;0
82.640.558/0001-04;2023-12-31;5;135562;Liderança;39;45;0;0;0
82.640.558/0001-04;2023-12-31;5;135562;Não-liderança;1489;1002;0;0;0
82.643.537/0001-34;2023-12-31;8;137145;Liderança;0;0;0;0;92
82.643.537/0001-34;2023-12-31;8;137145;Não-liderança;0;0;0;0;1239
82.901.000/0001-27;2023-12-31;3;135975;Liderança;110;212;0;0;0
82.901.000/0001-27;2023-12-31;3;135975;Não-liderança;1894;2500;0;0;0
82.982.075/0001-80;2023-12-31;2;130627;Liderança;7;36;0;0;0
82.982.075/0001-80;2023-12-31;2;130627;Não-liderança;130;469;0;0;0
83.475.913/0001-91;2023-12-31;5;138046;Liderança;108;170;0;0;0
83.475.913/0001-91;2023-12-31;5;138046;Não-liderança;1176;2513;0;0;0
83.878.892/0001-55;2023-12-31;12;137642;Liderança;118;340;0;0;0
83.878.892/0001-55;2023-12-31;12;137642;Não-liderança;819;2648;0;0;0
84.429.695/0001-11;2023-12-31;6;136075;Liderança;204;1665;0;0;0
84.429.695/0001-11;2023-12-31;6;136075;Não-liderança;8114;29154;0;0;0
84.683.374/0001-49;2023-12-31;16;137700;Liderança;39;626;0;0;0
84.683.374/0001-49;2023-12-31;16;137700;Não-liderança;1358;15916;0;0;1634
84.683.408/0001-03;2023-12-31;3;135674;Liderança;83;251;0;0;0
84.683.408/0001-03;2023-12-31;3;135674;Não-liderança;1228;1551;0;0;0
84.683.671/0001-94;2023-12-31;4;133542;Liderança;9;27;0;0;0
84.683.671/0001-94;2023-12-31;4;133542;Não-liderança;170;866;0;0;0
84.693.183/0001-68;2023-12-31;4;135472;Liderança;11;107;0;0;0
84.693.183/0001-68;2023-12-31;4;135472;Não-liderança;357;2993;0;0;0
85.041.333/0001-11;2023-12-31;3;128576;Liderança;0;10;0;0;0
85.041.333/0001-11;2023-12-31;3;128576;Não-liderança;25;229;0;0;0
85.778.074/0001-06;2023-12-31;7;136049;Liderança;2;49;0;0;0
85.778.074/0001-06;2023-12-31;7;136049;Não-liderança;113;713;0;0;0
86.375.425/0001-09;2023-12-31;3;136655;Liderança;0;0;0;0;29
86.375.425/0001-09;2023-12-31;3;136655;Não-liderança;0;0;0;0;1170
87.043.832/0001-73;2023-12-31;6;136999;Liderança;0;3;0;0;0
87.043.832/0001-73;2023-12-31;6;136999;Não-liderança;0;1;0;0;0
87.456.562/0001-22;2023-12-31;2;136062;Liderança;2;22;0;0;0
87.456.562/0001-22;2023-12-31;2;136062;Não-liderança;178;1216;0;0;0
87.762.563/0001-03;2023-12-31;7;137839;Liderança;11;28;0;0;0
87.762.563/0001-03;2023-12-31;7;137839;Não-liderança;74;88;0;0;0
87.870.952/0001-44;2023-12-31;4;135560;Liderança;16;98;0;0;0
87.870.952/0001-44;2023-12-31;4;135560;Não-liderança;601;1896;0;0;0
88.610.126/0001-29;2023-12-31;7;136794;Liderança;21;143;0;0;0
88.610.126/0001-29;2023-12-31;7;136794;Não-liderança;1067;4225;0;0;0
88.610.191/0001-54;2023-12-31;4;139048;Liderança;29;68;0;0;0
88.610.191/0001-54;2023-12-31;4;139048;Não-liderança;824;1131;0;0;0
88.611.835/0001-29;2023-12-31;15;136048;Liderança;46;481;0;0;0
88.611.835/0001-29;2023-12-31;15;136048;Não-liderança;1966;7826;0;0;0
89.086.144/0001-16;2023-12-31;7;138534;Liderança;0;0;0;0;490
89.086.144/0001-16;2023-12-31;7;138534;Não-liderança;0;0;0;0;15460
89.096.457/0001-55;2023-12-31;15;137386;Liderança;45;364;2;0;3
89.096.457/0001-55;2023-12-31;15;137386;Não-liderança;625;3339;3;1;3
89.463.822/0001-12;2023-12-31;27;137874;Liderança;8;29;0;0;0
89.463.822/0001-12;2023-12-31;27;137874;Não-liderança;129;306;0;0;0
89.637.490/0001-45;2023-12-31;15;137486;Liderança;0;0;0;0;1648
89.637.490/0001-45;2023-12-31;15;137486;Não-liderança;0;0;0;0;16618
89.850.341/0001-60;2023-12-31;11;136875;Liderança;126;382;1;0;43
89.850.341/0001-60;2023-12-31;11;136875;Não-liderança;5203;8049;23;18;1236
90.076.886/0001-40;2023-12-31;4;138919;Liderança;20;27;0;0;0
90.076.886/0001-40;2023-12-31;4;138919;Não-liderança;1463;1219;0;0;0
90.400.888/0001-42;2023-12-31;17;137940;Liderança;434;857;0;0;0
90.400.888/0001-42;2023-12-31;17;137940;Não-liderança;26956;24344;0;0;0
90.441.460/0001-48;2023-12-31;4;137407;Liderança;5;35;0;0;0
90.441.460/0001-48;2023-12-31;4;137407;Não-liderança;254;270;0;0;0
91.333.666/0001-17;2023-12-31;8;139739;Liderança;0;0;0;0;11
91.333.666/0001-17;2023-12-31;8;139739;Não-liderança;0;0;0;0;135
91.669.747/0001-92;2023-12-31;2;128679;Liderança;0;0;0;0;1
91.669.747/0001-92;2023-12-31;2;128679;Não-liderança;0;0;0;0;1
91.983.056/0001-69;2023-12-31;17;136540;Liderança;22;114;0;0;0
91.983.056/0001-69;2023-12-31;17;136540;Não-liderança;381;1180;0;0;0
92.012.467/0001-70;2023-12-31;5;136606;Liderança;361;77;0;0;0
92.012.467/0001-70;2023-12-31;5;136606;Não-liderança;1982;309;0;0;0
92.660.570/0001-26;2023-12-31;4;138132;Liderança;5;49;0;0;0
92.660.570/0001-26;2023-12-31;4;138132;Não-liderança;24;210;0;0;0
92.665.611/0001-77;2023-12-31;5;133204;Liderança;488;194;0;0;0
92.665.611/0001-77;2023-12-31;5;133204;Não-liderança;5874;2391;0;0;0
92.690.783/0001-09;2023-12-31;14;138036;Liderança;1124;3484;0;0;2
92.690.783/0001-09;2023-12-31;14;138036;Não-liderança;3379;22607;0;0;2
92.693.019/0001-89;2023-12-31;5;137614;Liderança;3;42;0;0;0
92.693.019/0001-89;2023-12-31;5;137614;Não-liderança;72;442;0;0;0
92.702.067/0001-96;2023-12-31;27;136674;Liderança;647;1013;0;0;0
92.702.067/0001-96;2023-12-31;27;136674;Não-liderança;3283;3717;0;0;0
92.721.232/0001-57;2023-12-31;6;134014;Liderança;10;28;0;0;0
92.721.232/0001-57;2023-12-31;6;134014;Não-liderança;1;30;0;0;0
92.749.225/0001-63;2023-12-31;4;136932;Liderança;0;7;0;0;0
92.749.225/0001-63;2023-12-31;4;136932;Não-liderança;0;0;0;0;1
92.754.738/0001-62;2023-12-31;9;136012;Liderança;1503;892;5;4;668
92.754.738/0001-62;2023-12-31;9;136012;Não-liderança;8770;4452;83;78;8066
92.781.335/0001-02;2023-12-31;9;136801;Liderança;47;213;0;0;0
92.781.335/0001-02;2023-12-31;9;136801;Não-liderança;1014;2119;0;0;0
92.791.243/0001-03;2023-12-31;7;137721;Liderança;33;141;0;0;0
92.791.243/0001-03;2023-12-31;7;137721;Não-liderança;484;1703;0;0;0
93.828.986/0001-73;2023-12-31;2;137240;Liderança;0;2;0;0;0
93.828.986/0001-73;2023-12-31;2;137240;Não-liderança;0;2;0;0;0
94.813.102/0001-70;2023-12-31;3;133703;Liderança;91;359;0;0;0
94.813.102/0001-70;2023-12-31;3;133703;Não-liderança;279;1222;0;0;0
95.426.862/0001-97;2023-12-31;3;137646;Liderança;10;20;0;0;0
95.426.862/0001-97;2023-12-31;3;137646;Não-liderança;255;262;0;0;0
96.298.013/0001-68;2023-12-31;8;137557;Liderança;45;60;0;0;0
96.298.013/0001-68;2023-12-31;8;137557;Não-liderança;299;369;0;1;0
96.418.264/0218-02;2023-12-31;14;137838;Liderança;369;561;7;0;487
96.418.264/0218-02;2023-12-31;14;137838;Não-liderança;1928;1265;23;1;3586
97.191.902/0001-94;2023-12-31;2;136989;Liderança;63;124;0;0;0
97.191.902/0001-94;2023-12-31;2;136989;Não-liderança;877;1051;0;0;0
97.837.181/0001-47;2023-12-31;11;136737;Liderança;199;484;0;0;0
97.837.181/0001-47;2023-12-31;11;136737;Não-liderança;2902;9411;0;0;0
