CNPJ_Companhia;Data_Referencia;Versao;ID_Documento;Nome_Companhia;Tipo_Ativo;Descricao_Ativo;Duracao;Evento_Perda_Direito;Consequencia_Perda_Direito
02.635.522/0001-95;2023-03-31;8;129807;JALLES MACHADO S.A.;Marcas;Registro nº 913848816, para a marca mista "ITAJÁ", na classe Ncl(11) 32;19/02/2029;No âmbito judicial, os registros de marcas já concedidos podem ser contestados por terceiros, através de processo de nulidade, na hipótese de (i) a marca não estar sendo utilizada tal e qual concedida (ii) a marca não estar sendo utilizada para assinalar todos os produtos ou serviços contidos no certificado de registro (iii) o registro ter sido concedido em desacordo com a Lei 9.279/96, ou (iv) por requerimento de caducidade parcial ou total, caso a marca esteja sendo utilizada de forma adversa da autorizada. Há, ainda, a possibilidade de o titular sofrer demandas judiciais na esfera penal e cível, por uso indevido de direitos de terceiros o que pode acarretar na impossibilidade de usar a marca na condução de suas atividades. A manutenção dos registros de marcas é realizada pelo pagamento periódico de contribuições ao INPI, de forma que o pagamento das devidas taxas é imprescindível para evitar a extinção dos registros.;A eventual perda dos direitos sobre as marcas registradas acarretaria o fim do direito de uso exclusivo sobre as mesmas e a Companhia enfrentaria dificuldades para impedir terceiros de utilizar marcas idênticas ou semelhantes, inclusive para identificar produtos ou serviços concorrentes.A Companhia acredita que não perderá os direitos sobre suas atuais marcas, no entanto, existe, a remota possibilidade de perda de algumas marcas consideradas estratégicas para a Companhia, o que poderá acarretar perda substancial do ativo da empresa.Há, ainda, a possibilidade de a Companhia sofrer demandas judiciais nas esferas penal e cível, por uso indevido de marca, em caso de violação de direitos de terceiros.
02.635.522/0001-95;2023-03-31;8;129807;JALLES MACHADO S.A.;;acucaritaja.com.br;18/07/2025;A perda dos direitos relativos a tais ativos está relacionada à: (i) falta de pagamento da manutenção do domínio (ii) constatação, no ato do registro ou posteriormente de dados inválidos como razão social ou nome falso, incorreto ou desatualizado (iii) não atendimento, em tempo hábil, da apresentação de documentos (iv) pedido de registro formulado por detentor de pedido de marca ou marca registrada relacionada ao domínio, com direito de preferência ao antigo titular do domínio em caso de disputa entre detentores de pedidos de marcas ou marcas registradas de classes diferentes e (v) por ordem judicial ou expressa solicitação do requerente do registro do domínio.;Não há como quantificar o impacto. Em caso de perda do nome de domínio, o nome de domínio volta a ficar disponível para registro por terceiros. Precisaremos registrar novos domínios, e podemos perder mercado eletrônico.
02.635.522/0001-95;2023-03-31;8;129807;JALLES MACHADO S.A.;;codora.com.br;18/07/2025;A perda dos direitos relativos a tais ativos está relacionada à: (i) falta de pagamento da manutenção do domínio (ii) constatação, no ato do registro ou posteriormente de dados inválidos como razão social ou nome falso, incorreto ou desatualizado (iii) não atendimento, em tempo hábil, da apresentação de documentos (iv) pedido de registro formulado por detentor de pedido de marca ou marca registrada relacionada ao domínio, com direito de preferência ao antigo titular do domínio em caso de disputa entre detentores de pedidos de marcas ou marcas registradas de classes diferentes e (v) por ordem judicial ou expressa solicitação do requerente do registro do domínio.;Baixo impacto, pois esse nome de domínio está reservado para a empresa, para evitar-se o uso indiscriminado. Em caso de perda do nome de domínio, o nome de domínio volta a ficar disponível para registro por terceiros. Precisaremos registrar novos domínios, e podemos perder mercado eletrônico.
02.635.522/0001-95;2023-03-31;8;129807;JALLES MACHADO S.A.;;jalles.com.br;27/04/2023;A perda dos direitos relativos a tais ativos está relacionada à: (i) falta de pagamento da manutenção do domínio (ii) constatação, no ato do registro ou posteriormente de dados inválidos como razão social ou nome falso, incorreto ou desatualizado (iii) não atendimento, em tempo hábil, da apresentação de documentos (iv) pedido de registro formulado por detentor de pedido de marca ou marca registrada relacionada ao domínio, com direito de preferência ao antigo titular do domínio em caso de disputa entre detentores de pedidos de marcas ou marcas registradas de classes diferentes e (v) por ordem judicial ou expressa solicitação do requerente do registro do domínio.;Baixo impacto, pois esse nome de domínio está reservado para a empresa, para evitar-se o uso indiscriminado. Em caso de perda do nome de domínio, o nome de domínio volta a ficar disponível para registro por terceiros. Precisaremos registrar novos domínios, e podemos perder mercado eletrônico.
02.635.522/0001-95;2023-03-31;8;129807;JALLES MACHADO S.A.;;jalles.net.br;13/04/2025;A perda dos direitos relativos a tais ativos está relacionada à: (i) falta de pagamento da manutenção do domínio (ii) constatação, no ato do registro ou posteriormente de dados inválidos como razão social ou nome falso, incorreto ou desatualizado (iii) não atendimento, em tempo hábil, da apresentação de documentos (iv) pedido de registro formulado por detentor de pedido de marca ou marca registrada relacionada ao domínio, com direito de preferência ao antigo titular do domínio em caso de disputa entre detentores de pedidos de marcas ou marcas registradas de classes diferentes e (v) por ordem judicial ou expressa solicitação do requerente do registro do domínio.;Baixo impacto, pois esse nome de domínio está reservado para a empresa, para evitar-se o uso indiscriminado. Em caso de perda do nome de domínio, o nome de domínio volta a ficar disponível para registro por terceiros. Precisaremos registrar novos domínios, e podemos perder mercado eletrônico.
02.635.522/0001-95;2023-03-31;8;129807;JALLES MACHADO S.A.;;jallesmachado.com.br;18/07/2025;A perda dos direitos relativos a tais ativos está relacionada à: (i) falta de pagamento da manutenção do domínio (ii) constatação, no ato do registro ou posteriormente de dados inválidos como razão social ou nome falso, incorreto ou desatualizado (iii) não atendimento, em tempo hábil, da apresentação de documentos (iv) pedido de registro formulado por detentor de pedido de marca ou marca registrada relacionada ao domínio, com direito de preferência ao antigo titular do domínio em caso de disputa entre detentores de pedidos de marcas ou marcas registradas de classes diferentes e (v) por ordem judicial ou expressa solicitação do requerente do registro do domínio.;Não há como quantificar o impacto. Em caso de perda do nome de domínio, o nome de domínio volta a ficar disponível para registro por terceiros. Precisaremos registrar novos domínios, e podemos perder mercado eletrônico.
02.635.522/0001-95;2023-03-31;8;129807;JALLES MACHADO S.A.;;jallesmachado.net.br;13/04/2025;A perda dos direitos relativos a tais ativos está relacionada à: (i) falta de pagamento da manutenção do domínio (ii) constatação, no ato do registro ou posteriormente de dados inválidos como razão social ou nome falso, incorreto ou desatualizado (iii) não atendimento, em tempo hábil, da apresentação de documentos (iv) pedido de registro formulado por detentor de pedido de marca ou marca registrada relacionada ao domínio, com direito de preferência ao antigo titular do domínio em caso de disputa entre detentores de pedidos de marcas ou marcas registradas de classes diferentes e (v) por ordem judicial ou expressa solicitação do requerente do registro do domínio.;Baixo impacto, pois esse nome de domínio está reservado para a empresa, para evitar-se o uso indiscriminado. Em caso de perda do nome de domínio, o nome de domínio volta a ficar disponível para registro por terceiros. Precisaremos registrar novos domínios, e podemos perder mercado eletrônico.
02.635.522/0001-95;2023-03-31;8;129807;JALLES MACHADO S.A.;;jallesmachadosa.com.br;29/01/2024;A perda dos direitos relativos a tais ativos está relacionada à: (i) falta de pagamento da manutenção do domínio (ii) constatação, no ato do registro ou posteriormente de dados inválidos como razão social ou nome falso, incorreto ou desatualizado (iii) não atendimento, em tempo hábil, da apresentação de documentos (iv) pedido de registro formulado por detentor de pedido de marca ou marca registrada relacionada ao domínio, com direito de preferência ao antigo titular do domínio em caso de disputa entre detentores de pedidos de marcas ou marcas registradas de classes diferentes e (v) por ordem judicial ou expressa solicitação do requerente do registro do domínio.;Baixo impacto, pois esse nome de domínio está reservado para a empresa, para evitar-se o uso indiscriminado. Em caso de perda do nome de domínio, o nome de domínio volta a ficar disponível para registro por terceiros. Precisaremos registrar novos domínios, e podemos perder mercado eletrônico.
02.635.522/0001-95;2023-03-31;8;129807;JALLES MACHADO S.A.;Marcas;Registro nº 822015935, para a marca mista "ITAJÁ", na classe Ncl(7) 30;03/01/2026;No âmbito judicial, os registros de marcas já concedidos podem ser contestados por terceiros, através de processo de nulidade, na hipótese de (i) a marca não estar sendo utilizada tal e qual concedida (ii) a marca não estar sendo utilizada para assinalar todos os produtos ou serviços contidos no certificado de registro (iii) o registro ter sido concedido em desacordo com a Lei 9.279/96, ou (iv) por requerimento de caducidade parcial ou total, caso a marca esteja sendo utilizada de forma adversa da autorizada. Há, ainda, a possibilidade de o titular sofrer demandas judiciais na esfera penal e cível, por uso indevido de direitos de terceiros o que pode acarretar na impossibilidade de usar a marca na condução de suas atividades. A manutenção dos registros de marcas é realizada pelo pagamento periódico de contribuições ao INPI, de forma que o pagamento das devidas taxas é imprescindível para evitar a extinção dos registros.;A eventual perda dos direitos sobre as marcas registradas acarretaria o fim do direito de uso exclusivo sobre as mesmas e a Companhia enfrentaria dificuldades para impedir terceiros de utilizar marcas idênticas ou semelhantes, inclusive para identificar produtos ou serviços concorrentes.A Companhia acredita que não perderá os direitos sobre suas atuais marcas, no entanto, existe, a remota possibilidade de perda de algumas marcas consideradas estratégicas para a Companhia, o que poderá acarretar perda substancial do ativo da empresa.Há, ainda, a possibilidade de a Companhia sofrer demandas judiciais nas esferas penal e cível, por uso indevido de marca, em caso de violação de direitos de terceiros.
02.635.522/0001-95;2023-03-31;8;129807;JALLES MACHADO S.A.;;laterre.com.br;15/04/2025;A perda dos direitos relativos a tais ativos está relacionada à: (i) falta de pagamento da manutenção do domínio (ii) constatação, no ato do registro ou posteriormente de dados inválidos como razão social ou nome falso, incorreto ou desatualizado (iii) não atendimento, em tempo hábil, da apresentação de documentos (iv) pedido de registro formulado por detentor de pedido de marca ou marca registrada relacionada ao domínio, com direito de preferência ao antigo titular do domínio em caso de disputa entre detentores de pedidos de marcas ou marcas registradas de classes diferentes e (v) por ordem judicial ou expressa solicitação do requerente do registro do domínio.;Não há como quantificar o impacto. Em caso de perda do nome de domínio, o nome de domínio volta a ficar disponível para registro por terceiros. Precisaremos registrar novos domínios, e podemos perder mercado eletrônico.
02.635.522/0001-95;2023-03-31;8;129807;JALLES MACHADO S.A.;;produtoslaterre.com.br;17/01/2022;A perda dos direitos relativos a tais ativos está relacionada à: (i) falta de pagamento da manutenção do domínio (ii) constatação, no ato do registro ou posteriormente de dados inválidos como razão social ou nome falso, incorreto ou desatualizado (iii) não atendimento, em tempo hábil, da apresentação de documentos (iv) pedido de registro formulado por detentor de pedido de marca ou marca registrada relacionada ao domínio, com direito de preferência ao antigo titular do domínio em caso de disputa entre detentores de pedidos de marcas ou marcas registradas de classes diferentes e (v) por ordem judicial ou expressa solicitação do requerente do registro do domínio.;Não há como quantificar o impacto. Em caso de perda do nome de domínio, o nome de domínio volta a ficar disponível para registro por terceiros. Precisaremos registrar novos domínios, e podemos perder mercado eletrônico.
02.635.522/0001-95;2023-03-31;8;129807;JALLES MACHADO S.A.;Marcas;Registro nº 823933474, para a marca mista "ITAJÁ", na classe Ncl(7) 04;17/04/2027;No âmbito judicial, os registros de marcas já concedidos podem ser contestados por terceiros, através de processo de nulidade, na hipótese de (i) a marca não estar sendo utilizada tal e qual concedida (ii) a marca não estar sendo utilizada para assinalar todos os produtos ou serviços contidos no certificado de registro (iii) o registro ter sido concedido em desacordo com a Lei 9.279/96, ou (iv) por requerimento de caducidade parcial ou total, caso a marca esteja sendo utilizada de forma adversa da autorizada. Há, ainda, a possibilidade de o titular sofrer demandas judiciais na esfera penal e cível, por uso indevido de direitos de terceiros o que pode acarretar na impossibilidade de usar a marca na condução de suas atividades. A manutenção dos registros de marcas é realizada pelo pagamento periódico de contribuições ao INPI, de forma que o pagamento das devidas taxas é imprescindível para evitar a extinção dos registros.;A eventual perda dos direitos sobre as marcas registradas acarretaria o fim do direito de uso exclusivo sobre as mesmas e a Companhia enfrentaria dificuldades para impedir terceiros de utilizar marcas idênticas ou semelhantes, inclusive para identificar produtos ou serviços concorrentes.A Companhia acredita que não perderá os direitos sobre suas atuais marcas, no entanto, existe, a remota possibilidade de perda de algumas marcas consideradas estratégicas para a Companhia, o que poderá acarretar perda substancial do ativo da empresa.Há, ainda, a possibilidade de a Companhia sofrer demandas judiciais nas esferas penal e cível, por uso indevido de marca, em caso de violação de direitos de terceiros.
02.635.522/0001-95;2023-03-31;8;129807;JALLES MACHADO S.A.;;usinacodora.com.br;18/07/2025;A perda dos direitos relativos a tais ativos está relacionada à: (i) falta de pagamento da manutenção do domínio (ii) constatação, no ato do registro ou posteriormente de dados inválidos como razão social ou nome falso, incorreto ou desatualizado (iii) não atendimento, em tempo hábil, da apresentação de documentos (iv) pedido de registro formulado por detentor de pedido de marca ou marca registrada relacionada ao domínio, com direito de preferência ao antigo titular do domínio em caso de disputa entre detentores de pedidos de marcas ou marcas registradas de classes diferentes e (v) por ordem judicial ou expressa solicitação do requerente do registro do domínio.;Baixo impacto, pois esse nome de domínio está reservado para a empresa, para evitar-se o uso indiscriminado. Em caso de perda do nome de domínio, o nome de domínio volta a ficar disponível para registro por terceiros. Precisaremos registrar novos domínios, e podemos perder mercado eletrônico.
